"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"4854","PUF60","chr8",143600478,143601007,530,"*",-0.00029704959442253,0.00029704959442253,4.96128278258549,0.705,0.5,0.205,"M","",229702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4855","PUF60","chr8",143717589,143718067,479,"*",-0.000151101782101895,0.000151101782101895,2.42844562854027,0.335,0,0.335,"M","",112642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856","PUM1","chr1",31192611,31193130,520,"*",-0.000252663887377986,0.000252663887377986,4.19099533446666,0.53,0,0.53,"M","",-126620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857","PURG","chr8",31256191,31257978,1788,"*",0.000245511295871086,0.000245511295871086,4.06686637886036,0,0.335,-0.335,"U","",-222476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858","PUSL1","chr1",1302841,1304465,1625,"*",-0.000206639348579743,0.000206639348579743,3.39226693962175,0.87,0.95,-0.08,"U","ACAP3",-4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4859","PUSL1","chr1",1285896,1285952,57,"*",-0.000242226641779598,0.000242226641779598,4.00986316799462,0.17,0,0.17,"M","",-22645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4860","PUSL1","chr1",1285123,1285147,25,"*",-0.000183590017110085,0.000183590017110085,2.99225955209068,0.265,0,0.265,"M","",-23450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861","PVALEF","chr17",81162086,81162757,672,"*",-0.000320561600084047,0.000320561600084047,5.36931960450632,0.22,0,0.22,"M","",-2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862","PVALEF","chr17",81077132,81077192,61,"*",-0.000263103897337667,0.000263103897337667,4.37217547477866,0.275,0,0.275,"M","",-88315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863","PVALEF","chr17",81160878,81161218,341,"*",-0.000250054303730686,0.000250054303730686,4.14570756815229,0.175,0,0.175,"M","",-4289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864","PVALEF","chr17",81131960,81133032,1073,"*",-0.000247444897877803,0.000247444897877803,4.10042288735389,0.26,0,0.26,"M","AATK",-32475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4865","PVALEF","chr17",81133082,81133398,317,"*",-0.000164086146120293,0.000164086146120293,2.65378151459793,0.3,0,0.3,"M","",-32109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866","PVALEF","chr17",81139362,81139576,215,"*",-0.000201555550626165,0.000201555550626165,3.30404066109287,0.36,0,0.36,"M","",-25931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867","PWWP2A","chr5",160079081,160080289,1209,"*",0.000295756133212084,0.000295756133212084,4.93883553545623,0.93,0.675,0.255,"M","",39161,"ENSG00000170234",882.499004996916,-0.515462691928668,0.198821519374216,0.00497703246621399,0.0171026771557045,600.073423481422,795.028230483301,850.0447180338,1390.17776528788,815.123176480977,747.642476077435,731.459399966007,625.356726098046,763.483627917545,1280.55658196293,1453.92329413402,852.378107910963,652.694307495178,528.462270372763,751.607478481901,1281.97249576649,"protein_coding","PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]"
"4868","PWWP2B","chr10",132396318,132396504,187,"*",-0.000383291172493628,0.000383291172493628,6.45795388500722,0.26,0,0.26,"M","PWWP2B",-664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869","PWWP2B","chr10",132442749,132442893,145,"*",-0.000135176294094394,0.000135176294094394,2.15206829146116,0.355,0,0.355,"M","",45581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4870","PWWP3A","chr19",1296913,1296956,44,"*",-0.000540224624879397,0.000540224624879397,9.18144026411112,0.18,0,0.18,"M","",-57755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4871","PWWP3A","chr19",1320941,1321632,692,"*",-0.000187493991607473,0.000187493991607473,3.06001069887529,0.35,0.08,0.27,"M","",-33079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4872","PXDC1","chr6",3793088,3793648,561,"*",-0.000326054295847025,0.000326054295847025,5.46464206041113,0.335,0.7,-0.365,"U","",-41375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873","PXDC1","chr6",3681215,3681414,200,"*",0.000157189598784796,0.000157189598784796,2.53409605273157,0.79,0.9,-0.11,"U","",70299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874","PXDNL","chr8",51255424,51256957,1534,"*",-0.000164086146120426,0.000164086146120426,2.65378151460024,0.18,0,0.18,"M","",552488,"ENSG00000147485",106.150335131014,3.13746538136862,1.01475417542331,6.031057796072e-05,0.000382409934409238,393.125024870521,9.65266063500697,39.8204504623864,2.91136704772331,14.2587144573932,22.6558326084071,385.958112592683,32.3460375567955,7.38557318420841,9.53504528639558,0,14.4282752641179,389.549586690179,354.476230588499,16.8161206275133,5.48633022439295,"protein_coding","peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]"
"4875","PXDNL","chr8",51230931,51231035,105,"*",0.000134170413275992,0.000134170413275992,2.13461183035442,0.82,0.915,-0.0950000000000001,"U","",578410,"ENSG00000147485",106.150335131014,3.13746538136862,1.01475417542331,6.031057796072e-05,0.000382409934409238,393.125024870521,9.65266063500697,39.8204504623864,2.91136704772331,14.2587144573932,22.6558326084071,385.958112592683,32.3460375567955,7.38557318420841,9.53504528639558,0,14.4282752641179,389.549586690179,354.476230588499,16.8161206275133,5.48633022439295,"protein_coding","peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]"
"4876","PXMP4","chr20",33699388,33699428,41,"*",0.000331759630327421,0.000331759630327421,5.56365473431443,0.93,0.645,0.285,"M","",20891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4877","PYDC2","chr3",191897416,191897431,16,"*",-0.000138844967167956,0.000138844967167956,2.2157359225069,0.55,1,-0.45,"U","",436253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878","PYGO1","chr15",55671792,55672135,344,"*",-0.000130552226056474,0.000130552226056474,2.07182035116626,0.43,0.75,-0.32,"U","",-82845,"ENSG00000171016",47.5555437639743,-5.51275278946461,2.54155939763165,0.000224027089346128,0.00121437375495163,0,0,0,171.042814053744,0,0,0,0,0,212.631509886621,152.394226297334,0,0.79499915651057,0,0,224.025150829379,"protein_coding","pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]"
"4879","PZP","chr12",9164940,9166881,1942,"*",0.000129057278464205,0.000129057278464205,2.04587642816501,0.05,0.325,-0.275,"U","",41514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880","QKI","chr6",163082617,163084603,1987,"*",0.000380003158666771,0.000380003158666771,6.40089236793988,0,0.51,-0.51,"U","",-329397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881","QNG1","chr9",83975657,83977003,1347,"*",0.000241759929415333,0.000241759929415333,4.00176365353348,0.85,0.64,0.21,"M","RMI1",-18671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882","QPCT","chr2",37654642,37656204,1563,"*",-0.000351921624490356,0.000351921624490356,5.91355410658685,0.26,0.02,0.24,"M","",311815,"ENSG00000115828",1489.34193913413,-6.83780675217523,1.14043713257808,9.52907162191891e-11,1.83943059053444e-09,13.0785233322874,21.9378650795613,8.93928479767858,5963.20755549927,5.54505562231957,2.38482448509549,7.28222853948459,0,16.6175396644689,6291.2228799638,5808.27940336487,26.6368158722176,11.9249873476586,4.06509438748279,21.202934704256,5627.1460334857,"protein_coding","glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]"
"4883","QPCTL","chr19",45677404,45677423,20,"*",-0.000160189093201018,0.000160189093201018,2.58615048766937,0.235,0,0.235,"M","",-14980,"ENSG00000011478",1502.09587594547,-0.483610562389515,0.152204025666252,0.000839547434118405,0.00380628362233821,1305.54435852304,965.266063500697,1861.80922468015,1363.24762009644,1752.23757665299,1911.43682480403,1252.54330879135,2756.60120067357,1408.79808488775,1561.8404179116,1444.86201581364,1277.45729453844,1328.44359052916,1163.43001369758,1178.59071528485,1501.4257047422,"protein_coding","glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]"
"4884","QRFP","chr9",130902488,130903304,817,"*",-0.000595171495101008,0.000595171495101008,10.1350103943029,0.405,0.01,0.395,"M","",-5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885","QRFP","chr9",130923405,130923705,301,"*",-0.000184891236226973,0.000184891236226973,3.01484143305487,0.2,0,0.2,"M","",-26593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886","QRFP","chr9",130904472,130904483,12,"*",0.000271756189680943,0.000271756189680943,4.52233084310008,0.98,0.745,0.235,"M","",-7660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887","QSOX1","chr1",180213339,180213795,457,"*",-0.00107415454550684,0.00107415454550684,18.4474752879906,0.35,0,0.35,"M","",58470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888","QSOX1","chr1",180139264,180139418,155,"*",0.000276246827458836,0.000276246827458836,4.60026318088819,0.05,0.425,-0.375,"U","",-15451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889","QSOX2","chr9",136271708,136272147,440,"*",-0.00013813654555667,0.00013813654555667,2.20344168836072,0.155,0,0.155,"M","",-25896,"ENSG00000165661",4799.61177819871,-1.23742598216158,0.41586456794999,0.000250271349146334,0.00133574031251566,2039.48031493493,3084.46383018632,11651.9514026469,2757.06459419397,11048.9194028733,11864.50181335,1901.47078530986,10934.7576962834,3864.50116863705,2611.64890394375,2752.15735167239,3083.21143720919,2100.38777150093,1972.38379680665,2309.65761140499,2817.23057022578,"protein_coding","quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]"
"4890","QSOX2","chr9",136265335,136266301,967,"*",-0.000979915745676944,0.000979915745676944,16.8120171761732,0.41,0.09,0.32,"M","",-19523,"ENSG00000165661",4799.61177819871,-1.23742598216158,0.41586456794999,0.000250271349146334,0.00133574031251566,2039.48031493493,3084.46383018632,11651.9514026469,2757.06459419397,11048.9194028733,11864.50181335,1901.47078530986,10934.7576962834,3864.50116863705,2611.64890394375,2752.15735167239,3083.21143720919,2100.38777150093,1972.38379680665,2309.65761140499,2817.23057022578,"protein_coding","quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]"
"4891","RAB11FIP2","chr10",117551389,117551427,39,"*",-0.000190840990041553,0.000190840990041553,3.11809585858804,0.52,1,-0.48,"U","",495514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892","RAB11FIP2","chr10",117918721,117919525,805,"*",-0.000135289614003243,0.000135289614003243,2.15403489082885,0.09,0.2,-0.11,"U","",127416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4893","RAB11FIP4","chr17",31745308,31745643,336,"*",-0.000229537888227582,0.000229537888227582,3.78965742510575,0.56,1,-0.44,"U","",353633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4894","RAB14","chr9",121219942,121220039,98,"*",-0.000132956996783915,0.000132956996783915,2.11355371152689,0.79,0.94,-0.15,"U","",2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895","RAB15","chr14",64971910,64972109,200,"*",-0.000232835780989854,0.000232835780989854,3.84689038519965,0.42,0.01,0.41,"M","RAB15",1117,"ENSG00000139998",1487.37601210457,-4.60918938977012,0.354448819132861,2.41862707533514e-39,6.04909147311211e-37,200.793799395706,48.2633031750348,3743.93500571866,1758.46569682488,4501.79301452031,3791.87093130182,162.636437381822,3405.31895389597,72.009338546032,1980.42890598436,1911.92972560061,62.1525703685077,154.229836363051,144.717360194387,56.2974473181969,1803.17386708382,"protein_coding","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]"
"4896","RAB18","chr10",27742124,27743802,1679,"*",-0.000453897443081922,0.000453897443081922,7.68328356012231,0.315,0.01,0.305,"M","MKX",237950,"ENSG00000099246",2262.53358618259,-0.632946592512128,0.194295444685774,0.000449694402159066,0.00223155803914752,1744.82887750752,1755.90672096809,3689.48663467825,2123.11441955222,3887.87614204921,3861.03084136959,2059.25240366536,2911.14338011159,1379.25579215092,1870.77588519081,2107.15908577611,1618.18656423722,1676.65322108079,1850.43096518217,1745.2208668641,1920.21557853753,"protein_coding","RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]"
"4897","RAB26","chr16",2140251,2140268,18,"*",-0.00013528961400346,0.00013528961400346,2.15403489083261,0.255,0.2,0.055,"M","",-535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898","RAB3C","chr5",59063134,59064893,1760,"*",-0.000278250912717211,0.000278250912717211,4.63504288413672,0.095,0.2,-0.105,"U","",480913,"ENSG00000152932",1.3755443591309,-2.38274307922839,1.69726106801244,0.0061532685581601,0.0204153086018919,0,0,0.812662254334417,2.91136704772331,0.79215080318851,1.19241224254774,0,8.98501043244319,0,0,0,0,0,0,0,7.31510696585727,"protein_coding","RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]"
"4899","RAB3C","chr5",58699137,58700795,1659,"*",0.000141841803343214,0.000141841803343214,2.2677442252597,0,0.3,-0.3,"U","",116916,"ENSG00000152932",1.3755443591309,-2.38274307922839,1.69726106801244,0.0061532685581601,0.0204153086018919,0,0,0.812662254334417,2.91136704772331,0.79215080318851,1.19241224254774,0,8.98501043244319,0,0,0,0,0,0,0,7.31510696585727,"protein_coding","RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]"
"4900","RAB3IL1","chr11",61898085,61898119,35,"*",-0.000532375690405895,0.000532375690405895,9.04522669202635,0.355,0,0.355,"M","",22150,"ENSG00000167994",297.400846041071,5.32866876826758,0.435714923647247,3.10510271444615e-35,6.28936368119015e-33,494.675911921223,765.192733975098,15.4405828323539,4.36705057158496,22.9723732924668,28.6178938211458,400.522569671652,16.1730187783977,596.385034624829,1.90700905727912,17.2988040661838,595.998755140869,466.664504871705,416.265665278238,913.18846364192,2.74316511219647,"protein_coding","RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]"
"4901","RAB40AL","chrX",103007101,103007853,753,"*",0.000303143738722974,0.000303143738722974,5.06704301880174,0.08,0.49,-0.41,"U","",69829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4902","RAB4A","chr1",229325887,229326087,201,"*",-0.000151620820619061,0.000151620820619061,2.43745323214703,0.48,0.2,0.28,"M","",54825,"ENSG00000168118",917.093422622116,-2.60209135387723,0.314549249355668,4.87890096410118e-18,2.30800903831379e-16,331.57903271858,102.669208572347,1734.22125074964,1418.56359400318,1756.99048147212,1723.03569048149,414.277890246234,2053.97338485651,145.865070388116,1350.16241255361,1350.13046973692,155.381425921269,380.804595968563,343.906985181044,127.217608225536,1284.71566087868,"protein_coding","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]"
"4903","RAB5A","chr3",19879339,19880950,1612,"*",0.000153352099464875,0.000153352099464875,2.46749854296716,0.1,0.53,-0.43,"U","",-66147,"ENSG00000144566",1683.21035809185,-0.223400301021128,0.0942205612451582,0.0154932233450624,0.0435895617578682,1521.72465595673,1671.66531906257,2022.71635103836,1838.52829063727,2095.23887443361,2052.14146942467,1647.40192293229,1453.77468796931,1328.47997650949,1628.58573491636,1751.29797355747,1478.34328090808,1608.28329362088,1526.84945193854,1609.22963048508,1697.10481607889,"protein_coding","RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]"
"4904","RAB5C","chr17",42163793,42163862,70,"*",-0.000220319108575163,0.000220319108575163,3.62967100771906,0.39,0,0.39,"M","",-8749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905","RAB7A","chr3",128733149,128734984,1836,"*",-0.000192339478286218,0.000192339478286218,3.14410122749792,0.875,0.95,-0.075,"U","",39480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906","RABGAP1L","chr1",174038813,174038840,28,"*",-0.000160211326446665,0.000160211326446665,2.58653633237464,0.745,1,-0.255,"U","",-120570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907","RABGEF1","chr7",66901495,66901635,141,"*",-0.00019233947828621,0.00019233947828621,3.14410122749779,0.925,1,-0.075,"U","",272537,"ENSG00000154710",120.979994134116,0.964730065748577,0.207706592897394,5.50536458265636e-07,5.54624504820883e-06,177.714052338729,174.625406033308,65.8256426010877,82.9739608601143,68.1249690742119,78.699208008151,167.491256408146,129.384150227182,93.2428614506312,93.4434438066766,62.6051956680939,128.744610049052,210.674776475301,173.986039784263,169.623477634048,58.5208557268581,"protein_coding","RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]"
"4908","RABGEF1","chr7",66642675,66644411,1737,"*",-0.000306928862136891,0.000306928862136891,5.13273157598515,0.655,1,-0.345,"U","",13717,"ENSG00000154710",120.979994134116,0.964730065748577,0.207706592897394,5.50536458265636e-07,5.54624504820883e-06,177.714052338729,174.625406033308,65.8256426010877,82.9739608601143,68.1249690742119,78.699208008151,167.491256408146,129.384150227182,93.2428614506312,93.4434438066766,62.6051956680939,128.744610049052,210.674776475301,173.986039784263,169.623477634048,58.5208557268581,"protein_coding","RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]"
"4909","RABL6","chr9",136799861,136799957,97,"*",-0.000242226641779598,0.000242226641779598,4.00986316799462,0.17,0,0.17,"M","CCDC183",-409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4910","RAD18","chr3",8876793,8878731,1939,"*",-0.000178051116984229,0.000178051116984229,2.89613524705148,0.93,1,-0.0700000000000001,"U","",85042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4911","RAD51AP2","chr2",16862481,16864420,1940,"*",0.000139284464350259,0.000139284464350259,2.22336313373217,0.04,0.335,-0.295,"U","",654020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912","RAG1","chr11",36377389,36377438,50,"*",-0.000486353621507653,0.000486353621507653,8.24654116082146,0.355,0,0.355,"M","PRR5L",-132934,"ENSG00000166349",93.9661005813956,2.62981843523926,0.971402369578458,0.000182061568387911,0.0010118753294634,3.07729960759703,305.375081907493,49.5723975143994,6.55057585737744,22.1802224892783,26.2330693360503,8.09136504387176,23.3610271243523,258.495061447294,5.72102717183735,12.3562886187027,317.422055810593,5.56499409557399,21.1384908149105,432.832322238604,5.48633022439295,"protein_coding","recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831]"
