"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"8605","SGSM2","chr17",2326332,2326876,545,"*",22927459,22927464,"R","chr17:2326332-2326876","5CpGs","544bp",0.939,0.618,0.321,0.274,0.242,0.0367,"M",-10622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8606","SGTB","chr5",65828861,65829132,272,"*",8323455,8323461,"R","chr5:65828861-65829132","6CpGs","271bp",0.75,0.345,0.405,0.315,0.293,0.0404,"M",-105826,"ENSG00000197860",630.814568633274,-0.425114170496287,0.0844284170279795,9.0925615108344e-08,1.01538053941098e-06,519.694176874804,566.854711273508,696.133278338082,757.727687165285,492.781467768014,759.454267984147,704.427564086836,549.443395575518,"protein_coding","small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:HGNC Symbol;Acc:HGNC:23567]"
"8607","SH2B2","chr7",101818085,101818125,41,"*",11883920,11883923,"R","chr7:101818085-101818125","3CpGs","40bp",0.536,0.889,0.353,0.335,0.317,0.0101,"U",-466966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8608","SH2D1A","chrX",124108712,124109776,1065,"*",28900983,28901003,"R","chrX:124108712-124109776","20CpGs","1064bp",0.851,0.28,0.571,0.472,0.44,0.0257,"M",-118092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8609","SH2D1A","chrX",124112784,124114398,1615,"*",28901034,28901045,"R","chrX:124112784-124114398","11CpGs","1614bp",0.536,0.111,0.424,0.331,0.31,0.0394,"M",-113470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8610","SH2D1A","chrX",124042619,124044095,1477,"*",28900478,28900499,"R","chrX:124042619-124044095","21CpGs","1476bp",0.333,0.829,0.496,0.461,0.451,0.00432,"U",-183773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8611","SH2D1A","chrX",124045241,124047120,1880,"*",28900501,28900510,"R","chrX:124045241-124047120","9CpGs","1879bp",0.283,0.745,0.462,0.449,0.441,0.0014,"U",-180748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8612","SH2D1A","chrX",124008276,124008568,293,"*",28900167,28900179,"R","chrX:124008276-124008568","12CpGs","292bp",0.188,0.932,0.744,0.723,0.717,0.000675,"U",-219300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8613","SH2D1A","chrX",124188697,124189634,938,"*",28901806,28901811,"R","chrX:124188697-124189634","5CpGs","937bp",0.175,0.633,0.458,0.389,0.35,0.0306,"U",-38234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8614","SH2D1A","chrX",124109865,124110482,618,"*",28901003,28901021,"R","chrX:124109865-124110482","18CpGs","617bp",0.954,0.539,0.415,0.361,0.336,0.0179,"M",-117386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8615","SH2D1A","chrX",124114895,124116644,1750,"*",28901046,28901062,"R","chrX:124114895-124116644","16CpGs","1749bp",0.903,0.387,0.516,0.454,0.425,0.0158,"M",-111224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8616","SH2D1A","chrX",124126843,124127806,964,"*",28901165,28901191,"R","chrX:124126843-124127806","26CpGs","963bp",0.779,0.128,0.651,0.622,0.618,0.00169,"M",-100062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8617","SH2D1A","chrX",124310895,124312182,1288,"*",28902716,28902722,"R","chrX:124310895-124312182","6CpGs","1287bp",0.562,0.106,0.457,0.42,0.389,0.0183,"M",83027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8618","SH2D3A","chr19",6760942,6760958,17,"*",25081217,25081220,"R","chr19:6760942-6760958","3CpGs","16bp",0.649,0.95,0.301,0.245,0.233,0.0296,"U",6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8619","SH2D4A","chr8",19372566,19373583,1018,"*",12678050,12678053,"R","chr8:19372566-19373583","3CpGs","1017bp",1,0.675,0.325,0.254,0.25,0.0493,"M",58873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8620","SH2D7","chr15",77920424,77920565,142,"*",21455114,21455117,"R","chr15:77920424-77920565","3CpGs","141bp",0.83,0.343,0.487,0.393,0.35,0.0382,"M",-157243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8621","SH2D7","chr15",77924669,77925331,663,"*",21455148,21455151,"R","chr15:77924669-77925331","3CpGs","662bp",0.861,0.528,0.333,0.299,0.291,0.00873,"M",-152477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8622","SH3BGRL","chrX",80821842,80821875,34,"*",28609243,28609246,"R","chrX:80821842-80821875","3CpGs","33bp",1,0.599,0.401,0.359,0.357,0.0117,"M",-380227,"ENSG00000131171",1662.47540636536,0.246210370054868,0.0818487316989571,0.00149089742702099,0.00660602957738642,1649.0295996989,2054.1354829046,1467.87961642481,1569.18515578411,1839.41469535526,1435.3840339904,1563.18536062818,1721.58930613662,"protein_coding","SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]"
"8623","SH3BP2","chr4",2796615,2796846,232,"*",6306513,6306518,"R","chr4:2796615-2796846","5CpGs","231bp",0.742,0.244,0.498,0.431,0.414,0.0154,"M",3544,"ENSG00000087266",1536.6940436068,0.729296554772,0.0822699738555513,3.08078506265638e-20,1.42554831947294e-18,1935.52767156578,1810.05719676269,1096.38936635537,1036.02040136054,1943.87528299272,1178.62352791022,1269.673875592,2023.38502631506,"protein_coding","SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]"
"8624","SH3GLB1","chr1",86551073,86551121,49,"*",1034846,1034852,"R","chr1:86551073-86551121","6CpGs","48bp",0.561,0.877,0.316,0.278,0.265,0.0127,"U",-153449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8625","SH3GLB1","chr1",86637360,86638384,1025,"*",1035397,1035404,"R","chr1:86637360-86638384","7CpGs","1024bp",0.0238,0.589,0.566,0.544,0.531,0.00211,"U",-66186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8626","SH3KBP1","chrX",19696826,19697922,1097,"*",28061183,28061194,"R","chrX:19696826-19697922","11CpGs","1096bp",0.871,0.321,0.55,0.491,0.474,0.0102,"M",189678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8627","SH3KBP1","chrX",19564553,19566532,1980,"*",28059886,28059910,"R","chrX:19564553-19566532","24CpGs","1979bp",0.913,0.41,0.502,0.399,0.353,0.0427,"M",321068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8628","SH3KBP1","chrX",19608347,19609300,954,"*",28060357,28060373,"R","chrX:19608347-19609300","16CpGs","953bp",0.738,0.142,0.596,0.471,0.442,0.0365,"M",278300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8629","SH3KBP1","chrX",19956906,19958319,1414,"*",28064009,28064020,"R","chrX:19956906-19958319","11CpGs","1413bp",0.844,0.358,0.486,0.443,0.404,0.0238,"M",-69306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8630","SH3KBP1","chrX",19980626,19981755,1130,"*",28064224,28064237,"R","chrX:19980626-19981755","13CpGs","1129bp",0.592,0.184,0.408,0.348,0.341,0.0209,"M",-93026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8631","SH3KBP1","chrX",19672794,19673139,346,"*",28060981,28060992,"R","chrX:19672794-19673139","11CpGs","345bp",0.337,0.772,0.435,0.346,0.331,0.0357,"U",214461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8632","SH3KBP1","chrX",19788223,19790110,1888,"*",28062044,28062063,"R","chrX:19788223-19790110","19CpGs","1887bp",0.109,0.599,0.49,0.409,0.353,0.0489,"U",97490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8633","SH3KBP1","chrX",19661918,19663650,1733,"*",28060891,28060905,"R","chrX:19661918-19663650","14CpGs","1732bp",0.32,0.764,0.444,0.408,0.378,0.0169,"U",223950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8634","SH3KBP1","chrX",19600976,19602900,1925,"*",28060270,28060284,"R","chrX:19600976-19602900","14CpGs","1924bp",0.308,0.882,0.574,0.534,0.53,0.00477,"U",284700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8635","SH3KBP1","chrX",19557367,19557976,610,"*",28059818,28059824,"R","chrX:19557367-19557976","6CpGs","609bp",0.317,0.718,0.401,0.337,0.319,0.0216,"U",329624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8636","SH3PXD2B","chr5",172541732,172542336,605,"*",9167130,9167136,"R","chr5:172541732-172542336","6CpGs","604bp",0.877,0.5,0.377,0.358,0.34,0.00928,"M",-87207,"ENSG00000174705",5083.14475094235,-0.392632279500063,0.0775793723946346,1.00406835130129e-07,1.11015295389414e-06,4497.35345372427,3937.18805496207,5912.61251991046,5481.81539496485,4279.47776962591,5542.00538123666,6308.6033057938,4706.10212732074,"protein_coding","SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]"
"8637","SH3TC1","chr4",8201351,8201373,23,"*",6400466,6400469,"R","chr4:8201351-8201373","3CpGs","22bp",0.0889,0.464,0.375,0.33,0.317,0.0123,"U",19279,"ENSG00000125089",350.521577505587,2.45585130074555,0.14224867925853,6.00501975725042e-68,3.39479432146298e-65,559.67065201902,678.628879693637,112.597708538745,71.6397086047179,581.34587902586,126.833503003462,108.883292836003,564.57299632325,"protein_coding","SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]"
"8638","SHANK2","chr11",70923319,70923800,482,"*",17188313,17188322,"R","chr11:70923319-70923800","9CpGs","481bp",0.95,0.633,0.317,0.26,0.233,0.0342,"M",328777,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8639","SHANK2","chr11",70927335,70927838,504,"*",17188382,17188390,"R","chr11:70927335-70927838","8CpGs","503bp",0.839,0.525,0.314,0.287,0.283,0.00657,"M",324739,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8640","SHANK2","chr11",71296377,71296491,115,"*",17193118,17193122,"R","chr11:71296377-71296491","4CpGs","114bp",0.194,0.55,0.356,0.29,0.269,0.029,"U",-43800,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8641","SHANK2","chr11",71183307,71183810,504,"*",17191107,17191114,"R","chr11:71183307-71183810","7CpGs","503bp",0.5,0.828,0.328,0.284,0.281,0.0198,"U",68767,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8642","SHANK2","chr11",71131975,71132107,133,"*",17190159,17190166,"R","chr11:71131975-71132107","7CpGs","132bp",0.896,0.519,0.377,0.348,0.337,0.00562,"M",120470,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8643","SHANK2","chr11",70939936,70940350,415,"*",17188576,17188582,"R","chr11:70939936-70940350","6CpGs","414bp",0.892,0.588,0.304,0.242,0.214,0.0426,"M",312227,"ENSG00000162105",152.921194572396,0.656077122277513,0.149715208052738,5.75465154489349e-07,5.56111904217596e-06,219.870613293186,174.504569064078,119.172757212541,130.880236874004,173.722499005775,103.632252454049,108.883292836003,192.70333583953,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"8644","SHC2","chr19",448270,448328,59,"*",24884790,24884795,"R","chr19:448270-448328","5CpGs","58bp",0.808,0.414,0.394,0.351,0.321,0.0224,"M",12705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8645","SHC4","chr15",48975361,48975460,100,"*",21151849,21151852,"R","chr15:48975361-48975460","3CpGs","99bp",0.39,0.774,0.384,0.314,0.298,0.0277,"U",-11442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8646","SHCBP1","chr16",46409928,46410026,99,"*",22313384,22313389,"R","chr16:46409928-46410026","5CpGs","98bp",0.558,0.0962,0.462,0.364,0.353,0.0413,"M",211353,"ENSG00000171241",926.916254093263,0.500163431928941,0.108277639193954,4.31957605594126e-07,4.27600210638571e-06,1064.92887953619,1154.23937184867,765.171289412933,910.650911302279,1155.87911103189,697.584266519043,647.618889563704,1019.2573135314,"protein_coding","SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]"
"8647","SHE","chr1",154502444,154502548,105,"*",1510118,1510131,"R","chr1:154502444-154502548","13CpGs","104bp",0.0943,0.399,0.305,0.258,0.243,0.0204,"U",-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8648","SHF","chr15",45232076,45232386,311,"*",21125062,21125065,"R","chr15:45232076-45232386","3CpGs","310bp",0.125,0.464,0.339,0.285,0.262,0.0252,"U",-30901,"ENSG00000138606",1073.95587756174,-0.250097297890307,0.104247384226697,0.00891399389471354,0.031006115128552,839.50597802853,1106.33615681148,1234.46538850508,1002.95592046605,1015.08440595531,1167.02290263552,1311.3335702423,914.942697849667,"protein_coding","Src homology 2 domain containing F [Source:HGNC Symbol;Acc:HGNC:25116]"
"8649","SHH","chr7",155870107,155870326,220,"*",12378707,12378710,"R","chr7:155870107-155870326","3CpGs","219bp",0.171,0.498,0.326,0.267,0.25,0.0279,"U",-57644,"ENSG00000164690",1.43284560853954,0.734677291370135,1.05636281751689,0.00906176716082796,0.0314275909067885,1.11045764289488,3.42165821694271,0,0,4.54176467988953,0,0,2.38888432858921,"protein_coding","sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]"
"8650","SHH","chr7",155887878,155887902,25,"*",12379031,12379034,"R","chr7:155887878-155887902","3CpGs","24bp",0.524,0.827,0.303,0.266,0.241,0.026,"U",-75415,"ENSG00000164690",1.43284560853954,0.734677291370135,1.05636281751689,0.00906176716082796,0.0314275909067885,1.11045764289488,3.42165821694271,0,0,4.54176467988953,0,0,2.38888432858921,"protein_coding","sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]"
"8651","SHISA2","chr13",25752406,25752925,520,"*",19197040,19197044,"R","chr13:25752406-25752925","4CpGs","519bp",0.678,0.15,0.528,0.431,0.379,0.0416,"M",299091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8652","SHISA6","chr17",10844358,10844629,272,"*",23077301,23077304,"R","chr17:10844358-10844629","3CpGs","271bp",0.859,0.417,0.442,0.343,0.318,0.0413,"M",-396584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8653","SHISA6","chr17",11148612,11148643,32,"*",23079933,23079936,"R","chr17:11148612-11148643","3CpGs","31bp",0.933,0.6,0.333,0.3,0.267,0.0377,"M",-92570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8654","SHISA9","chr16",13091839,13092202,364,"*",21969052,21969058,"R","chr16:13091839-13092202","6CpGs","363bp",0.44,0.766,0.325,0.309,0.295,0.00666,"U",190241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8655","SHISA9","chr16",13004794,13004857,64,"*",21968216,21968219,"R","chr16:13004794-13004857","3CpGs","63bp",0.958,0.604,0.354,0.329,0.308,0.0137,"M",103196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8656","SHLD1","chr20",5728645,5728787,143,"*",26055159,26055163,"R","chr20:5728645-5728787","4CpGs","142bp",0.955,0.646,0.308,0.242,0.217,0.0414,"M",-21606,"ENSG00000171984",80.7011142290693,0.406830743019076,0.189304834410682,0.00648911454813117,0.0236898379656095,82.1738655742212,124.320248548918,73.1474164959732,66.1289617889703,95.3770582776802,62.6433764834174,60.5959194913407,81.2220671720331,"protein_coding","shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]"
"8657","SHQ1","chr3",72849199,72849720,522,"*",5231920,5231925,"R","chr3:72849199-72849720","5CpGs","521bp",0.909,0.354,0.555,0.466,0.418,0.0321,"M",12194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8658","SHROOM2","chrX",9631023,9632276,1254,"*",27970088,27970102,"R","chrX:9631023-9632276","14CpGs","1253bp",0.877,0.271,0.606,0.574,0.551,0.00542,"M",-154153,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8659","SHROOM2","chrX",9504140,9504698,559,"*",27968370,27968375,"R","chrX:9504140-9504698","5CpGs","558bp",0.802,0.431,0.372,0.322,0.285,0.0374,"M",-281731,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8660","SHROOM2","chrX",9496391,9497175,785,"*",27968267,27968276,"R","chrX:9496391-9497175","9CpGs","784bp",0.292,0.626,0.333,0.301,0.292,0.00796,"U",-289254,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8661","SHROOM2","chrX",9701679,9702065,387,"*",27971152,27971167,"R","chrX:9701679-9702065","15CpGs","386bp",0.243,0.652,0.409,0.329,0.292,0.0402,"U",-84364,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8662","SHROOM2","chrX",9593326,9594872,1547,"*",27969596,27969614,"R","chrX:9593326-9594872","18CpGs","1546bp",0.61,0.951,0.34,0.318,0.305,0.00654,"U",-191557,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8663","SHROOM2","chrX",9522008,9522854,847,"*",27968568,27968584,"R","chrX:9522008-9522854","16CpGs","846bp",0.665,0.161,0.504,0.399,0.388,0.0404,"M",-263575,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8664","SHROOM2","chrX",9608511,9609158,648,"*",27969800,27969813,"R","chrX:9608511-9609158","13CpGs","647bp",0.0855,0.657,0.572,0.455,0.435,0.0358,"U",-177271,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8665","SHROOM2","chrX",9672301,9673014,714,"*",27970642,27970653,"R","chrX:9672301-9673014","11CpGs","713bp",0.247,0.595,0.348,0.331,0.319,0.00505,"U",-113415,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8666","SHROOM2","chrX",9675277,9675399,123,"*",27970678,27970682,"R","chrX:9675277-9675399","4CpGs","122bp",0.22,0.69,0.471,0.415,0.381,0.0215,"U",-111030,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8667","SHROOM2","chrX",9714257,9714966,710,"*",27971395,27971415,"R","chrX:9714257-9714966","20CpGs","709bp",0.95,0.112,0.838,0.798,0.772,0.00389,"M",-71463,"ENSG00000146950",139.304518304573,0.613643692824247,0.155107436318307,4.54494608135121e-06,3.68197267431583e-05,174.341849934496,171.082910847135,111.775827454521,122.614116650382,153.284557946272,88.1647520877726,106.042859109846,187.129272406155,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"8668","SHROOM4","chrX",50528907,50529606,700,"*",28325083,28325088,"R","chrX:50528907-50529606","5CpGs","699bp",0.596,0.219,0.377,0.341,0.333,0.0079,"M",284696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8669","SHROOM4","chrX",50525145,50526853,1709,"*",28325068,28325077,"R","chrX:50525145-50526853","9CpGs","1708bp",0.132,0.432,0.3,0.258,0.227,0.0398,"U",287449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8670","SHROOM4","chrX",50616131,50616936,806,"*",28325561,28325565,"R","chrX:50616131-50616936","4CpGs","805bp",0.243,0.864,0.621,0.47,0.442,0.0491,"U",197366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8671","SHROOM4","chrX",50716990,50718215,1226,"*",28326146,28326160,"R","chrX:50716990-50718215","14CpGs","1225bp",0.958,0.188,0.77,0.597,0.568,0.0434,"M",96087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8672","SHROOM4","chrX",50620632,50621098,467,"*",28325592,28325597,"R","chrX:50620632-50621098","5CpGs","466bp",0.102,0.465,0.363,0.337,0.321,0.00806,"U",193204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
