"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"5868","chrX",42767875,42768644,770,"*",28245964,28245971,"R","chrX:42767875-42768644","7CpGs","769bp",0.536,0.094,0.442,0.408,0.389,0.00794,"M","CASK, PPP1R2C","-844321, 9519"
"5869","chrX",42862320,42862979,660,"*",28246589,28246594,"R","chrX:42862320-42862979","5CpGs","659bp",0.794,0.31,0.484,0.408,0.354,0.047,"M","PPP1R2C, MAOA","-84157, -791928"
"5870","chrX",43278416,43278608,193,"*",28248732,28248741,"R","chrX:43278416-43278608","9CpGs","192bp",0.562,0,0.562,0.531,0.5,0.0121,"M","PPP1R2C, MAOA","-500253, -376299"
"5871","chrX",43279627,43279696,70,"*",28248790,28248799,"R","chrX:43279627-43279696","9CpGs","69bp",0.941,0.324,0.617,0.539,0.507,0.0156,"M","PPP1R2C, MAOA","-501464, -375211"
"5872","chrX",43429171,43430329,1159,"*",28249538,28249544,"R","chrX:43429171-43430329","6CpGs","1158bp",0.536,0.186,0.35,0.272,0.267,0.0493,"M","PPP1R2C, MAOA","-651008, -224578"
"5873","chrX",43454059,43455116,1058,"*",28249659,28249671,"R","chrX:43454059-43455116","12CpGs","1057bp",0.553,0.18,0.373,0.317,0.31,0.0216,"M","PPP1R2C, MAOA","-675896, -199791"
"5874","chrX",43681904,43682537,634,"*",28251315,28251328,"R","chrX:43681904-43682537","13CpGs","633bp",0.732,0.341,0.391,0.334,0.289,0.0493,"M","MAOA, MAOB","26997, 199913"
"5875","chrX",43809965,43810010,46,"*",28252192,28252197,"R","chrX:43809965-43810010","5CpGs","45bp",0.602,0.292,0.31,0.27,0.258,0.0141,"M","MAOA, MAOB","155058, 72440"
"5876","chrX",44129877,44130502,626,"*",28254570,28254577,"R","chrX:44129877-44130502","7CpGs","625bp",0.976,0.399,0.577,0.522,0.508,0.00788,"M","NDP, EFHC2","-156482, 213170"
"5877","chrX",44149224,44149798,575,"*",28254691,28254702,"R","chrX:44149224-44149798","11CpGs","574bp",0.921,0.485,0.436,0.354,0.312,0.0409,"M","NDP, EFHC2","-175829, 193874"
"5878","chrX",44153967,44154737,771,"*",28254726,28254732,"R","chrX:44153967-44154737","6CpGs","770bp",0.882,0.362,0.52,0.445,0.438,0.0208,"M","NDP, EFHC2","-180572, 188935"
"5879","chrX",44196243,44197289,1047,"*",28255019,28255022,"R","chrX:44196243-44197289","3CpGs","1046bp",0.819,0.333,0.486,0.451,0.417,0.0198,"M","NDP, EFHC2","-222848, 146383"
"5880","chrX",44286606,44287652,1047,"*",28255710,28255725,"R","chrX:44286606-44287652","15CpGs","1046bp",0.479,0.0602,0.419,0.361,0.332,0.0228,"M","NDP, EFHC2","-313211, 56020"
"5881","chrX",44479746,44480014,269,"*",28257445,28257449,"R","chrX:44479746-44480014","4CpGs","268bp",0.606,0.0909,0.515,0.398,0.364,0.0422,"M","EFHC2, FUNDC1","-136074, 62845"
"5882","chrX",44589141,44589684,544,"*",28258894,28258906,"R","chrX:44589141-44589684","12CpGs","543bp",0.396,0,0.396,0.38,0.364,0.00665,"M","FUNDC1, DUSP21","-46282, -254337"
"5883","chrX",44675968,44676415,448,"*",28260019,28260029,"R","chrX:44675968-44676415","10CpGs","447bp",0.802,0.263,0.539,0.494,0.485,0.0063,"M","FUNDC1, DUSP21","-133109, -167606"
"5884","chrX",44748532,44750300,1769,"*",28260956,28260992,"R","chrX:44748532-44750300","36CpGs","1768bp",0.694,0.113,0.581,0.504,0.481,0.0151,"M","FUNDC1, DUSP21","-205673, -93721"
"5885","chrX",44751283,44752126,844,"*",28261005,28261018,"R","chrX:44751283-44752126","13CpGs","843bp",0.741,0.104,0.637,0.589,0.562,0.00765,"M","FUNDC1, DUSP21","-208424, -91895"
"5886","chrX",45128257,45129029,773,"*",28265548,28265559,"R","chrX:45128257-45129029","11CpGs","772bp",0.735,0.312,0.423,0.335,0.323,0.039,"M","KDM6A, DIPK2B","255069, 71872"
"5887","chrX",45152803,45153929,1127,"*",28265794,28265805,"R","chrX:45152803-45153929","11CpGs","1126bp",0.744,0.378,0.365,0.323,0.285,0.0417,"M","KDM6A, DIPK2B","279615, 46972"
"5888","chrX",46526339,46526894,556,"*",28275385,28275394,"R","chrX:46526339-46526894","9CpGs","555bp",0.528,0.104,0.424,0.39,0.375,0.00665,"M","KRBOX4, ZNF674","79047, 18563"
"5889","chrX",46567051,46568261,1211,"*",28275922,28275929,"R","chrX:46567051-46568261","7CpGs","1210bp",0.883,0.54,0.343,0.268,0.246,0.0397,"M","ZNF674, CHST7","-21594, -5504"
"5890","chrX",46575080,46575384,305,"*",28276170,28276217,"R","chrX:46575080-46575384","47CpGs","304bp",0.405,0.0428,0.362,0.294,0.265,0.0344,"M","CHST7, SLC9A7","1315, 183734"
"5891","chrX",46628702,46629864,1163,"*",28276788,28276797,"R","chrX:46628702-46629864","9CpGs","1162bp",0.588,0.189,0.399,0.304,0.279,0.0459,"M","CHST7, SLC9A7","54937, 129254"
"5892","chrX",46630513,46632404,1892,"*",28276797,28276817,"R","chrX:46630513-46632404","20CpGs","1891bp",0.72,0.223,0.497,0.385,0.373,0.0464,"M","CHST7, SLC9A7","56748, 126714"
"5893","chrX",46731865,46731993,129,"*",28277632,28277635,"R","chrX:46731865-46731993","3CpGs","128bp",0.643,0.208,0.435,0.338,0.299,0.0459,"M","CHST7, SLC9A7","158100, 27125"
"5894","chrX",46800896,46801740,845,"*",28278377,28278388,"R","chrX:46800896-46801740","11CpGs","844bp",0.584,0.211,0.373,0.324,0.303,0.0174,"M","SLC9A7, RP2","-41778, -35303"
"5895","chrX",46946370,46947181,812,"*",28279976,28279984,"R","chrX:46946370-46947181","8CpGs","811bp",0.829,0.199,0.63,0.604,0.589,0.00239,"M","JADE3, RGN","34094, -131174"
"5896","chrX",46971178,46972476,1299,"*",28280166,28280201,"R","chrX:46971178-46972476","35CpGs","1298bp",0.938,0.605,0.333,0.291,0.267,0.0219,"M","JADE3, RGN","58902, -105879"
"5897","chrX",47103547,47105248,1702,"*",28281380,28281410,"R","chrX:47103547-47105248","30CpGs","1701bp",0.9,0.536,0.363,0.296,0.267,0.0337,"M","RGN, RBM10","25192, -39973"
"5898","chrX",47347223,47347870,648,"*",28285671,28285678,"R","chrX:47347223-47347870","7CpGs","647bp",0.794,0.337,0.457,0.398,0.35,0.0408,"M","USP11, ZNF157","114357, -22708"
"5899","chrX",47365640,47365857,218,"*",28285960,28285973,"R","chrX:47365640-47365857","13CpGs","217bp",0.896,0.503,0.392,0.323,0.284,0.041,"M","ZNF157","-4721"
"5900","chrX",47368761,47369396,636,"*",28286061,28286068,"R","chrX:47368761-47369396","7CpGs","635bp",0.729,0.248,0.481,0.414,0.381,0.0222,"M","ZNF157","-1182"
"5901","chrX",47376412,47377951,1540,"*",28286156,28286172,"R","chrX:47376412-47377951","16CpGs","1539bp",0.854,0.345,0.509,0.445,0.41,0.0204,"M","ZNF157, ZNF41","5834, 105271"
"5902","chrX",47394183,47394254,72,"*",28286418,28286424,"R","chrX:47394183-47394254","6CpGs","71bp",0.402,0,0.402,0.388,0.375,0.00442,"M","ZNF157, ZNF41","23605, 88968"
"5903","chrX",47400057,47400909,853,"*",28286484,28286499,"R","chrX:47400057-47400909","15CpGs","852bp",0.764,0.379,0.386,0.315,0.286,0.0318,"M","ZNF157, ZNF41","29479, 82313"
"5904","chrX",47636070,47637316,1247,"*",28289864,28289884,"R","chrX:47636070-47637316","20CpGs","1246bp",0.872,0.0866,0.785,0.706,0.676,0.00953,"M","CFP, ELK1","-5765, 13288"
"5905","chrX",47638164,47639043,880,"*",28289914,28289929,"R","chrX:47638164-47639043","15CpGs","879bp",0.773,0.133,0.641,0.544,0.492,0.0287,"M","CFP, ELK1","-7859, 11561"
"5906","chrX",47701307,47701758,452,"*",28290581,28290588,"R","chrX:47701307-47701758","7CpGs","451bp",0.902,0.553,0.35,0.305,0.281,0.0204,"M","UXT, ZNF81","-42127, -135144"
"5907","chrX",48310402,48310501,100,"*",28297136,28297141,"R","chrX:48310402-48310501","5CpGs","99bp",0.562,0.0227,0.54,0.487,0.455,0.0148,"M","SSX1, SSX3","55010, 46206"
"5908","chrX",48458065,48458580,516,"*",28299344,28299358,"R","chrX:48458065-48458580","14CpGs","515bp",0.549,0.172,0.377,0.342,0.324,0.0106,"M","SSX4B, SLC38A5","-46105, 11680"
"5909","chrX",48497233,48497441,209,"*",28300043,28300048,"R","chrX:48497233-48497441","5CpGs","208bp",0.64,0.279,0.361,0.332,0.329,0.00641,"M","FTSJ1, PORCN","21212, -11518"
"5910","chrX",48502980,48503376,397,"*",28300121,28300128,"R","chrX:48502980-48503376","7CpGs","396bp",0.664,0,0.664,0.611,0.559,0.0242,"M","FTSJ1, PORCN","26959, -5583"
"5911","chrX",48527379,48528415,1037,"*",28300623,28300637,"R","chrX:48527379-48528415","14CpGs","1036bp",0.55,0.0978,0.452,0.355,0.326,0.0382,"M","EBP, TBC1D25","5580, -11299"
"5912","chrX",48539745,48539821,77,"*",28300790,28300800,"R","chrX:48539745-48539821","10CpGs","76bp",0.529,0.21,0.32,0.245,0.227,0.0441,"M","TBC1D25","31"
"5913","chrX",48539836,48540141,306,"*",28300800,28300827,"R","chrX:48539836-48540141","27CpGs","305bp",0.854,0.22,0.634,0.53,0.498,0.0228,"M","TBC1D25","122"
"5914","chrX",48571005,48571230,226,"*",28301401,28301407,"R","chrX:48571005-48571230","6CpGs","225bp",0.95,0.642,0.308,0.243,0.216,0.0422,"M","RBM3","-3219"
"5915","chrX",48589037,48589700,664,"*",28301771,28301780,"R","chrX:48589037-48589700","9CpGs","663bp",0.636,0.188,0.448,0.354,0.315,0.0414,"M","WDR13","-342"
"5916","chrX",48591144,48591336,193,"*",28301812,28301822,"R","chrX:48591144-48591336","10CpGs","192bp",0.728,0.286,0.442,0.338,0.303,0.0467,"M","WDR13, WAS","1102, -85260"
"5917","chrX",48593531,48594070,540,"*",28301850,28301862,"R","chrX:48593531-48594070","12CpGs","539bp",0.846,0.437,0.409,0.316,0.289,0.0425,"M","WDR13, WAS","3489, -82526"
"5918","chrX",48623287,48623629,343,"*",28302477,28302481,"R","chrX:48623287-48623629","4CpGs","342bp",0.817,0.319,0.497,0.423,0.411,0.02,"M","WDR13, WAS","33245, -52967"
"5919","chrX",48754096,48755927,1832,"*",28304601,28304622,"R","chrX:48754096-48755927","21CpGs","1831bp",0.747,0.278,0.469,0.391,0.338,0.0479,"M","SUV39H1, GLOD5","58542, -5820"
"5920","chrX",48807907,48808134,228,"*",28305371,28305377,"R","chrX:48807907-48808134","6CpGs","227bp",0.837,0.406,0.43,0.388,0.379,0.00864,"M","HDAC6, ERAS","6530, -18379"
"5921","chrX",48849718,48850988,1271,"*",28306343,28306354,"R","chrX:48849718-48850988","11CpGs","1270bp",0.689,0.117,0.572,0.478,0.444,0.0241,"M","PCSK1N, PLP2","-14108, -320910"
"5922","chrX",48868648,48869055,408,"*",28306588,28306597,"R","chrX:48868648-48869055","9CpGs","407bp",0.782,0.358,0.424,0.344,0.308,0.0363,"M","PCSK1N, PLP2","-33038, -302843"
"5923","chrX",49019624,49020203,580,"*",28309581,28309588,"R","chrX:49019624-49020203","7CpGs","579bp",0.931,0.438,0.493,0.419,0.4,0.0194,"M","PCSK1N, PLP2","-184014, -151695"
"5924","chrX",49023857,49024166,310,"*",28309670,28309675,"R","chrX:49023857-49024166","5CpGs","309bp",0.502,0.194,0.309,0.268,0.233,0.0469,"M","PCSK1N, PLP2","-188247, -147732"
"5925","chrX",49031419,49031468,50,"*",28309802,28309806,"R","chrX:49031419-49031468","4CpGs","49bp",0.708,0.381,0.327,0.261,0.238,0.0354,"M","PCSK1N, PLP2","-195809, -140430"
"5926","chrX",49037876,49038356,481,"*",28309934,28309945,"R","chrX:49037876-49038356","11CpGs","480bp",0.618,0.0839,0.534,0.506,0.485,0.00628,"M","PCSK1N, PLP2","-202266, -133542"
"5927","chrX",49281429,49282567,1139,"*",28315265,28315277,"R","chrX:49281429-49282567","12CpGs","1138bp",0.854,0.372,0.482,0.413,0.388,0.0186,"M","FOXP3, GAGE10","-10952, -21079"
"5928","chrX",49283128,49283517,390,"*",28315291,28315297,"R","chrX:49283128-49283517","6CpGs","389bp",0.69,0.349,0.341,0.302,0.295,0.0118,"M","FOXP3, GAGE10","-12651, -20129"
"5929","chrX",49341638,49341667,30,"*",28316412,28316416,"R","chrX:49341638-49341667","4CpGs","29bp",0.631,0.306,0.325,0.298,0.295,0.00726,"M","GAGE12B","446"
"5930","chrX",49687097,49687231,135,"*",28319289,28319292,"R","chrX:49687097-49687231","3CpGs","134bp",0.458,0.146,0.313,0.272,0.25,0.0215,"M","GAGE1, PAGE1","88077, 8753"
"5931","chrX",49843051,49843943,893,"*",28320397,28320405,"R","chrX:49843051-49843943","8CpGs","892bp",0.792,0.263,0.528,0.425,0.4,0.0316,"M","PAGE4, USP27X","13791, -35541"
"5932","chrX",49851108,49852853,1746,"*",28320444,28320455,"R","chrX:49851108-49852853","11CpGs","1745bp",0.778,0.0417,0.736,0.661,0.623,0.0125,"M","PAGE4, USP27X","21848, -26631"
"5933","chrX",50015569,50017254,1686,"*",28321718,28321727,"R","chrX:50015569-50017254","9CpGs","1685bp",0.63,0.225,0.405,0.353,0.324,0.0223,"M","CLCN5, CCNB3","92973, -185459"
"5934","chrX",50155534,50156276,743,"*",28322714,28322729,"R","chrX:50155534-50156276","15CpGs","742bp",0.863,0.521,0.342,0.326,0.315,0.00432,"M","CLCN5, CCNB3","232938, -46437"
"5935","chrX",50528907,50529606,700,"*",28325083,28325088,"R","chrX:50528907-50529606","5CpGs","699bp",0.596,0.219,0.377,0.341,0.333,0.0079,"M","DGKK, SHROOM4","-58082, 284696"
"5936","chrX",50716990,50718215,1226,"*",28326146,28326160,"R","chrX:50716990-50718215","14CpGs","1225bp",0.958,0.188,0.77,0.597,0.568,0.0434,"M","DGKK, SHROOM4","-246165, 96087"
"5937","chrX",51379702,51380336,635,"*",28330499,28330510,"R","chrX:51379702-51380336","11CpGs","634bp",1,0.26,0.74,0.628,0.622,0.0243,"M","NUDT10, EZHIP","47471, -26612"
"5938","chrX",51406542,51406738,197,"*",28330699,28330708,"R","chrX:51406542-51406738","9CpGs","196bp",0.679,0.371,0.308,0.255,0.235,0.0268,"M","EZHIP","-210"
"5939","chrX",51479839,51479887,49,"*",28331274,28331278,"R","chrX:51479839-51479887","4CpGs","48bp",0.889,0.5,0.389,0.361,0.333,0.0198,"M","EZHIP, NUDT11","72891, 16705"
"5940","chrX",51482406,51482866,461,"*",28331317,28331326,"R","chrX:51482406-51482866","9CpGs","460bp",0.432,0.131,0.301,0.228,0.21,0.0468,"M","EZHIP, NUDT11","75458, 13726"
"5941","chrX",51658656,51659114,459,"*",28332902,28332911,"R","chrX:51658656-51659114","9CpGs","458bp",0.809,0.0556,0.753,0.64,0.576,0.03,"M","CENPVL3, CENPVL2","-39744, 23717"
"5942","chrX",52160024,52160193,170,"*",28337504,28337507,"R","chrX:52160024-52160193","3CpGs","169bp",0.873,0.364,0.509,0.44,0.429,0.0165,"M","MAGED4B, MAGED4","-90805, -24683"
"5943","chrX",53248847,53250081,1235,"*",28351146,28351154,"R","chrX:53248847-53250081","8CpGs","1234bp",0.811,0.463,0.349,0.31,0.304,0.0117,"M","KDM5C, IQSEC2","-23425, 71269"
"5944","chrX",53250188,53250767,580,"*",28351154,28351177,"R","chrX:53250188-53250767","23CpGs","579bp",0.689,0.173,0.516,0.398,0.368,0.0421,"M","KDM5C, IQSEC2","-24766, 70583"
"5945","chrX",53279159,53280491,1333,"*",28351562,28351581,"R","chrX:53279159-53280491","19CpGs","1332bp",0.874,0.446,0.429,0.363,0.346,0.0198,"M","KDM5C, IQSEC2","-53737, 40859"
"5946","chrX",53298220,53300060,1841,"*",28351830,28351837,"R","chrX:53298220-53300060","7CpGs","1840bp",0.76,0.318,0.443,0.348,0.327,0.0379,"M","KDM5C, IQSEC2","-72798, 21290"
"5947","chrX",53575045,53576573,1529,"*",28355552,28355564,"R","chrX:53575045-53576573","12CpGs","1528bp",0.875,0.503,0.372,0.32,0.306,0.0164,"M","HSD17B10, HUWE1","-140675, 110179"
"5948","chrX",53606720,53607471,752,"*",28355965,28355971,"R","chrX:53606720-53607471","6CpGs","751bp",0.875,0.243,0.632,0.529,0.464,0.041,"M","HSD17B10, HUWE1","-172350, 79281"
"5949","chrX",53772700,53773369,670,"*",28357745,28357769,"R","chrX:53772700-53773369","24CpGs","669bp",0.772,0.26,0.512,0.457,0.435,0.0113,"M","HUWE1, PHF8","-85948, 275589"
"5950","chrX",53774329,53775464,1136,"*",28357776,28357789,"R","chrX:53774329-53775464","13CpGs","1135bp",0.696,0.1,0.596,0.484,0.462,0.03,"M","HUWE1, PHF8","-87577, 273494"
"5951","chrX",53790102,53791360,1259,"*",28357946,28357955,"R","chrX:53790102-53791360","9CpGs","1258bp",0.777,0.445,0.332,0.298,0.294,0.01,"M","HUWE1, PHF8","-103350, 257598"
"5952","chrX",53858332,53858364,33,"*",28358629,28358633,"R","chrX:53858332-53858364","4CpGs","32bp",0.89,0.544,0.346,0.28,0.254,0.0336,"M","HUWE1, PHF8","-171580, 190594"
"5953","chrX",53935008,53936503,1496,"*",28359468,28359476,"R","chrX:53935008-53936503","8CpGs","1495bp",0.583,0.243,0.34,0.291,0.281,0.0178,"M","HUWE1, PHF8","-248256, 112455"
"5954","chrX",53999602,54000763,1162,"*",28360284,28360288,"R","chrX:53999602-54000763","4CpGs","1161bp",1,0.436,0.564,0.546,0.545,0.00112,"M","HUWE1, PHF8","-312850, 48195"
"5955","chrX",54031533,54033156,1624,"*",28360667,28360677,"R","chrX:54031533-54033156","10CpGs","1623bp",0.678,0.377,0.3,0.258,0.255,0.0207,"M","HUWE1, PHF8","-344781, 15802"
"5956","chrX",54358529,54359179,651,"*",28364786,28364831,"R","chrX:54358529-54359179","45CpGs","650bp",0.564,0.0494,0.515,0.479,0.47,0.0041,"M","WNK3","0"
"5957","chrX",54367310,54367975,666,"*",28364915,28364930,"R","chrX:54367310-54367975","15CpGs","665bp",0.865,0.532,0.333,0.268,0.261,0.0355,"M","WNK3, TSR2","-8668, -72429"
"5958","chrX",54406793,54407545,753,"*",28365592,28365603,"R","chrX:54406793-54407545","11CpGs","752bp",0.833,0.173,0.66,0.506,0.466,0.0443,"M","WNK3, TSR2","-48151, -32859"
"5959","chrX",54461141,54461399,259,"*",28366339,28366345,"R","chrX:54461141-54461399","6CpGs","258bp",0.813,0.143,0.67,0.513,0.484,0.0463,"M","TSR2, FGD1","20737, 34835"
"5960","chrX",54461515,54461558,44,"*",28366348,28366354,"R","chrX:54461515-54461558","6CpGs","43bp",0.964,0.333,0.631,0.56,0.54,0.0108,"M","TSR2, FGD1","21111, 34676"
"5961","chrX",54466490,54467652,1163,"*",28366406,28366431,"R","chrX:54466490-54467652","25CpGs","1162bp",0.963,0.111,0.853,0.777,0.755,0.00684,"M","TSR2, FGD1","26086, 28582"
"5962","chrX",54476316,54477846,1531,"*",28366548,28366566,"R","chrX:54476316-54477846","18CpGs","1530bp",0.76,0.118,0.642,0.523,0.484,0.0295,"M","TSR2, FGD1","35912, 18388"
"5963","chrX",54541029,54541828,800,"*",28367591,28367604,"R","chrX:54541029-54541828","13CpGs","799bp",0.864,0.31,0.555,0.545,0.536,0.00106,"M","GNL3L, ITIH6","10846, 256427"
"5964","chrX",54547995,54548535,541,"*",28367680,28367694,"R","chrX:54547995-54548535","14CpGs","540bp",0.927,0.365,0.562,0.455,0.414,0.0328,"M","GNL3L, ITIH6","17812, 249720"
"5965","chrX",54551007,54551899,893,"*",28367723,28367742,"R","chrX:54551007-54551899","19CpGs","892bp",0.803,0.153,0.65,0.63,0.615,0.00222,"M","GNL3L, ITIH6","20824, 246356"
"5966","chrX",54559958,54561535,1578,"*",28367844,28367872,"R","chrX:54559958-54561535","28CpGs","1577bp",0.529,0.0617,0.467,0.375,0.328,0.0445,"M","GNL3L, ITIH6","29775, 236720"
"5967","chrX",54698569,54700434,1866,"*",28368963,28368981,"R","chrX:54698569-54700434","18CpGs","1865bp",0.785,0.295,0.49,0.468,0.452,0.00413,"M","GNL3L, ITIH6","168386, 97821"
"5968","chrX",54744769,54746534,1766,"*",28369324,28369333,"R","chrX:54744769-54746534","9CpGs","1765bp",0.715,0.196,0.518,0.425,0.38,0.0357,"M","GNL3L, ITIH6","214586, 51721"
"5969","chrX",54880273,54881559,1287,"*",28370407,28370413,"R","chrX:54880273-54881559","6CpGs","1286bp",0.594,0.227,0.367,0.299,0.273,0.0314,"M","MAGED2, TRO","72674, -38903"
"5970","chrX",55014276,55014993,718,"*",28371384,28371397,"R","chrX:55014276-55014993","13CpGs","717bp",0.73,0.318,0.412,0.383,0.375,0.00447,"M","PFKFB1, ALAS2","-15742, 15984"
"5971","chrX",55043133,55043793,661,"*",28371568,28371577,"R","chrX:55043133-55043793","9CpGs","660bp",0.943,0.308,0.635,0.503,0.469,0.0353,"M","ALAS2, PAGE2B","-12156, -31237"
"5972","chrX",56734818,56736562,1745,"*",28383322,28383347,"R","chrX:56734818-56736562","25CpGs","1744bp",0.991,0.489,0.501,0.397,0.387,0.0412,"M","NBDY, SPIN3","5577, 259265"
"5973","chrX",56783150,56783319,170,"*",28384095,28384103,"R","chrX:56783150-56783319","8CpGs","169bp",0.905,0.433,0.472,0.409,0.361,0.039,"M","NBDY, SPIN3","53909, 212508"
"5974","chrX",56969436,56971404,1969,"*",28385474,28385482,"R","chrX:56969436-56971404","8CpGs","1968bp",0.721,0.225,0.496,0.445,0.417,0.0142,"M","NBDY, SPIN3","240195, 24423"
"5975","chrX",57086470,57086830,361,"*",28386192,28386196,"R","chrX:57086470-57086830","4CpGs","360bp",1,0.426,0.574,0.504,0.5,0.016,"M","SPIN3, FAAH2","-90643, -34742"
"5976","chrX",57137844,57139122,1279,"*",28386627,28386637,"R","chrX:57137844-57139122","10CpGs","1278bp",0.614,0.167,0.447,0.434,0.422,0.0032,"M","SPIN2A","-321"
"5977","chrX",57204139,57205311,1173,"*",28387007,28387016,"R","chrX:57204139-57205311","9CpGs","1172bp",0.508,0.0312,0.477,0.443,0.438,0.00455,"M","SPIN2A, ZXDB","-66616, -386700"
"5978","chrX",57212757,57213774,1018,"*",28387054,28387062,"R","chrX:57212757-57213774","8CpGs","1017bp",0.836,0.282,0.554,0.46,0.43,0.0248,"M","SPIN2A, ZXDB","-75234, -378237"
"5979","chrX",57233888,57234895,1008,"*",28387224,28387229,"R","chrX:57233888-57234895","5CpGs","1007bp",0.608,0.307,0.301,0.229,0.208,0.0469,"M","SPIN2A, ZXDB","-96365, -357116"
"5980","chrX",57270676,57271406,731,"*",28387416,28387422,"R","chrX:57270676-57271406","6CpGs","730bp",0.562,0.142,0.421,0.334,0.3,0.0389,"M","SPIN2A, ZXDB","-133153, -320605"
"5981","chrX",57322059,57322107,49,"*",28387737,28387742,"R","chrX:57322059-57322107","5CpGs","48bp",0.527,0.0714,0.456,0.352,0.312,0.0465,"M","SPIN2A, ZXDB","-184536, -269904"
"5982","chrX",57335197,57335821,625,"*",28387815,28387829,"R","chrX:57335197-57335821","14CpGs","624bp",0.462,0.0469,0.415,0.345,0.318,0.0263,"M","SPIN2A, ZXDB","-197674, -256190"
"5983","chrX",57336946,57338356,1411,"*",28387838,28387849,"R","chrX:57336946-57338356","11CpGs","1410bp",0.309,0,0.309,0.286,0.263,0.0216,"M","SPIN2A, ZXDB","-199423, -253655"
"5984","chrX",62672362,62673564,1203,"*",28474242,28474247,"R","chrX:62672362-62673564","5CpGs","1202bp",0.562,0.171,0.391,0.333,0.3,0.0295,"M","SPIN4","677768"
"5985","chrX",63426632,63428253,1622,"*",28478919,28478943,"R","chrX:63426632-63428253","24CpGs","1621bp",0.914,0.597,0.317,0.274,0.253,0.0209,"M","SPIN4, LOC128031833","-75300, 326817"
"5986","chrX",63432956,63433948,993,"*",28478994,28479006,"R","chrX:63432956-63433948","12CpGs","992bp",0.662,0.0985,0.564,0.49,0.457,0.0178,"M","SPIN4, LOC128031833","-81624, 321122"
"5987","chrX",63442896,63444264,1369,"*",28479069,28479076,"R","chrX:63442896-63444264","7CpGs","1368bp",0.83,0.213,0.616,0.526,0.483,0.0233,"M","SPIN4, LOC128031833","-91564, 310806"
