"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"56935","PITX2","chr4",110829513,110830567,1055,"*",7152814,7152824,"R","chr4:110829513-110830567","10CpGs","1054bp",0,0.406,0.406,0.317,0.312,0.0493,"U","chr4:110829513-110830567",-187390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56936","PITX2","chr4",110849390,110851308,1919,"*",7152950,7152966,"R","chr4:110849390-110851308","16CpGs","1918bp",0.0356,0.345,0.309,0.237,0.225,0.0465,"U","chr4:110849390-110851308",-207267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56937","PITX2","chr4",110933173,110935110,1938,"*",7153466,7153481,"R","chr4:110933173-110935110","15CpGs","1937bp",0,0.371,0.371,0.354,0.353,0.00234,"U","chr4:110933173-110935110",-291050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56938","PITX2","chr4",110987629,110989402,1774,"*",7153745,7153757,"R","chr4:110987629-110989402","12CpGs","1773bp",0,0.443,0.443,0.411,0.409,0.0057,"U","chr4:110987629-110989402",-345506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56939","PITX2","chr4",111062156,111064058,1903,"*",7154122,7154134,"R","chr4:111062156-111064058","12CpGs","1902bp",0.0536,0.844,0.79,0.615,0.58,0.041,"U","chr4:111062156-111064058",-420033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56940","PITX2","chr4",111320695,111322651,1957,"*",7155514,7155520,"R","chr4:111320695-111322651","6CpGs","1956bp",0,0.415,0.415,0.377,0.375,0.00907,"U","chr4:111320695-111322651",-678572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56941","PITX2","chr4",111332595,111334141,1547,"*",7155566,7155578,"R","chr4:111332595-111334141","12CpGs","1546bp",0,0.305,0.305,0.239,0.235,0.0486,"U","chr4:111332595-111334141",-690472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56942","PITX2","chr4",111409074,111410424,1351,"*",7156042,7156053,"R","chr4:111409074-111410424","11CpGs","1350bp",0,0.461,0.461,0.423,0.421,0.00727,"U","chr4:111409074-111410424",-766951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56943","PITX2","chr4",111484550,111486329,1780,"*",7156353,7156373,"R","chr4:111484550-111486329","20CpGs","1779bp",0,0.404,0.404,0.328,0.324,0.037,"U","chr4:111484550-111486329",-842427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56944","PITX2","chr4",111555690,111557652,1963,"*",7156718,7156732,"R","chr4:111555690-111557652","14CpGs","1962bp",0.0588,0.627,0.569,0.549,0.531,0.00378,"U","chr4:111555690-111557652",-913567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56945","PITX2","chr4",111565304,111566555,1252,"*",7156762,7156778,"R","chr4:111565304-111566555","16CpGs","1251bp",0.0185,0.369,0.35,0.326,0.316,0.0048,"U","chr4:111565304-111566555",-923181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56946","PITX2","chr4",111584403,111586073,1671,"*",7156870,7156880,"R","chr4:111584403-111586073","10CpGs","1670bp",0.0357,0.85,0.814,0.654,0.629,0.034,"U","chr4:111584403-111586073",-942280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56947","PITX2","chr4",111596402,111597149,748,"*",7156942,7156951,"R","chr4:111596402-111597149","9CpGs","747bp",0.151,0.857,0.706,0.553,0.529,0.0406,"U","chr4:111596402-111597149",-954279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56948","PITX2","chr4",111378086,111379664,1579,"*",7155840,7155867,"R","chr4:111378086-111379664","27CpGs","1578bp",0.0741,0.378,0.304,0.233,0.219,0.0459,"U","chr4:111378086-111379664",-735963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56949","PITX2","chr4",111337391,111339376,1986,"*",7155611,7155637,"R","chr4:111337391-111339376","26CpGs","1985bp",0.0879,0.435,0.347,0.266,0.244,0.0439,"U","chr4:111337391-111339376",-695268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56950","PITX2","chr4",111403250,111404479,1230,"*",7156004,7156019,"R","chr4:111403250-111404479","15CpGs","1229bp",0.108,0.487,0.379,0.343,0.32,0.0154,"U","chr4:111403250-111404479",-761127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56951","PITX2","chr4",111511395,111512989,1595,"*",7156481,7156491,"R","chr4:111511395-111512989","10CpGs","1594bp",0.0769,0.598,0.521,0.447,0.406,0.0261,"U","chr4:111511395-111512989",-869272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57182","PLA2G4A","chr1",187108830,187109145,316,"*",1795867,1795870,"R","chr1:187108830-187109145","3CpGs","315bp",0.3,0.923,0.623,0.5,0.446,0.0386,"U","chr1:187108830-187109145",279881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57183","PLA2G4A","chr1",187392072,187392119,48,"*",1797425,1797430,"R","chr1:187392072-187392119","5CpGs","47bp",0.627,0.967,0.34,0.295,0.279,0.0155,"U","chr1:187392072-187392119",563123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57184","PLA2G4A","chr1",187597973,187597989,17,"*",1798620,1798623,"R","chr1:187597973-187597989","3CpGs","16bp",0.482,0.95,0.468,0.39,0.358,0.0264,"U","chr1:187597973-187597989",769024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57185","PLA2G4A","chr1",187659179,187659199,21,"*",1799074,1799078,"R","chr1:187659179-187659199","4CpGs","20bp",0.675,1,0.325,0.287,0.25,0.0493,"U","chr1:187659179-187659199",830230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57186","PLA2G4A","chr1",187729404,187729462,59,"*",1799473,1799476,"R","chr1:187729404-187729462","3CpGs","58bp",0.452,1,0.548,0.488,0.429,0.0442,"U","chr1:187729404-187729462",900455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57187","PLA2G4A","chr1",186771752,186772609,858,"*",1793764,1793772,"R","chr1:186771752-186772609","8CpGs","857bp",0.781,0.151,0.63,0.508,0.457,0.0361,"M","chr1:186771752-186772609",-56340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57188","PLA2G4A","chr1",187791860,187791894,35,"*",1799901,1799905,"R","chr1:187791860-187791894","4CpGs","34bp",0.887,0.586,0.301,0.273,0.257,0.0118,"M","chr1:187791860-187791894",962911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57189","PLA2G4B","chr15",41868078,41868102,25,"*",21085522,21085526,"R","chr15:41868078-41868102","4CpGs","24bp",0.841,0.19,0.65,0.503,0.485,0.0461,"M","chr15:41868078-41868102",31293,"ENSG00000243708",21.248371377874,1.54603484546179,0.487514152584592,7.4680882223882e-05,0.000460740354895602,53.0834182310488,21.0603504763788,10.5646093063474,9.46194290510075,4.75290481913106,3.57723672764323,15.3735935833564,34.1430396432841,31.3886860328858,8.58154075775602,4.9425154474811,23.3072138881904,38.1599595125074,42.276981629821,36.5567839728551,2.74316511219647,"protein_coding","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]"
"57190","PLA2G4B","chr15",41852894,41852937,44,"*",21085180,21085184,"R","chr15:41852894-41852937","4CpGs","43bp",0.912,0.268,0.643,0.574,0.54,0.0132,"M","chr15:41852894-41852937",16109,"ENSG00000243708",21.248371377874,1.54603484546179,0.487514152584592,7.4680882223882e-05,0.000460740354895602,53.0834182310488,21.0603504763788,10.5646093063474,9.46194290510075,4.75290481913106,3.57723672764323,15.3735935833564,34.1430396432841,31.3886860328858,8.58154075775602,4.9425154474811,23.3072138881904,38.1599595125074,42.276981629821,36.5567839728551,2.74316511219647,"protein_coding","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]"
"57191","PLA2G4B","chr15",41883132,41883224,93,"*",21085933,21085937,"R","chr15:41883132-41883224","4CpGs","92bp",0.858,0.25,0.608,0.516,0.5,0.0198,"M","chr15:41883132-41883224",46347,"ENSG00000243708",21.248371377874,1.54603484546179,0.487514152584592,7.4680882223882e-05,0.000460740354895602,53.0834182310488,21.0603504763788,10.5646093063474,9.46194290510075,4.75290481913106,3.57723672764323,15.3735935833564,34.1430396432841,31.3886860328858,8.58154075775602,4.9425154474811,23.3072138881904,38.1599595125074,42.276981629821,36.5567839728551,2.74316511219647,"protein_coding","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]"
"57192","PLA2G4C","chr19",48064343,48064361,19,"*",25777343,25777346,"R","chr19:48064343-48064361","3CpGs","18bp",0.434,0.76,0.326,0.285,0.256,0.0298,"U","chr19:48064343-48064361",46456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57193","PLA2G4C","chr19",48061973,48062001,29,"*",25777294,25777297,"R","chr19:48061973-48062001","3CpGs","28bp",0.106,0.437,0.331,0.31,0.289,0.0156,"U","chr19:48061973-48062001",48816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57194","PLA2G4C","chr19",48096686,48096884,199,"*",25777765,25777769,"R","chr19:48096686-48096884","4CpGs","198bp",0.54,0.921,0.381,0.321,0.306,0.0204,"U","chr19:48096686-48096884",13933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57195","PLA2G4D","chr15",42148959,42149013,55,"*",21089664,21089667,"R","chr15:42148959-42149013","3CpGs","54bp",0.882,0.204,0.678,0.586,0.57,0.0162,"M","chr15:42148959-42149013",-54397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57196","PLA2G4D","chr15",42083949,42083970,22,"*",21088811,21088814,"R","chr15:42083949-42083970","3CpGs","21bp",0.826,0.119,0.707,0.618,0.592,0.0135,"M","chr15:42083949-42083970",10592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57197","PLA2G4D","chr15",42155218,42155267,50,"*",21089777,21089781,"R","chr15:42155218-42155267","4CpGs","49bp",0.909,0.191,0.718,0.618,0.596,0.0164,"M","chr15:42155218-42155267",-60656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57199","PLA2G4F","chr15",42148959,42149013,55,"*",21089664,21089667,"R","chr15:42148959-42149013","3CpGs","54bp",0.882,0.204,0.678,0.586,0.57,0.0162,"M","chr15:42148959-42149013",7623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57200","PLA2G4F","chr15",42155218,42155267,50,"*",21089777,21089781,"R","chr15:42155218-42155267","4CpGs","49bp",0.909,0.191,0.718,0.618,0.596,0.0164,"M","chr15:42155218-42155267",1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57211","PLAA","chr9",26991983,26992725,743,"*",13986084,13986097,"R","chr9:26991983-26992725","13CpGs","742bp",0.977,0.629,0.348,0.281,0.267,0.0306,"M","chr9:26991983-26992725",-44741,"ENSG00000137055",1692.8509342984,-0.460258027113593,0.207459015132192,0.015502805424905,0.0436079892059772,1422.48174361173,1167.97193683584,2555.82278988174,1573.59388929445,2733.71242180355,2762.81916598312,1890.14287424844,2133.04147666201,1274.01137427595,1270.06803214789,1464.63207760357,1216.41459149794,1665.52323288964,1500.01982898115,984.108624549259,1471.25088850804,"protein_coding","phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]"
"57259","PLCB1","chr20",8058668,8059206,539,"*",26072078,26072083,"R","chr20:8058668-8059206","5CpGs","538bp",0.216,0.875,0.659,0.541,0.486,0.0343,"U","chr20:8058668-8059206",-18045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57260","PLCB1","chr20",8065466,8065816,351,"*",26072115,26072119,"R","chr20:8065466-8065816","4CpGs","350bp",0.22,0.744,0.524,0.414,0.389,0.0363,"U","chr20:8065466-8065816",-11435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57261","PLCB1","chr20",8066577,8066869,293,"*",26072121,26072125,"R","chr20:8066577-8066869","4CpGs","292bp",0.578,0.958,0.38,0.306,0.27,0.042,"U","chr20:8066577-8066869",-10382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57262","PLCB1","chr20",8888512,8890481,1970,"*",26077705,26077713,"R","chr20:8888512-8890481","8CpGs","1969bp",0.0542,0.805,0.751,0.584,0.553,0.0417,"U","chr20:8888512-8890481",811261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57263","PLCB1","chr20",8951161,8951334,174,"*",26078040,26078045,"R","chr20:8951161-8951334","5CpGs","173bp",0.0319,0.664,0.632,0.504,0.482,0.0359,"U","chr20:8951161-8951334",873910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57264","PLCB1","chr20",8114548,8114848,301,"*",26072372,26072392,"R","chr20:8114548-8114848","20CpGs","300bp",0.0385,0.369,0.331,0.299,0.283,0.0111,"U","chr20:8114548-8114848",37297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57265","PLCB1","chr20",8596418,8596582,165,"*",26075524,26075529,"R","chr20:8596418-8596582","5CpGs","164bp",0.47,0.884,0.415,0.325,0.301,0.0384,"U","chr20:8596418-8596582",519167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57266","PLCB1","chr20",8818855,8819210,356,"*",26077238,26077241,"R","chr20:8818855-8819210","3CpGs","355bp",0.382,0.951,0.569,0.487,0.427,0.0419,"U","chr20:8818855-8819210",741604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57267","PLCB1","chr20",8885894,8885927,34,"*",26077696,26077699,"R","chr20:8885894-8885927","3CpGs","33bp",0.557,0.926,0.369,0.315,0.273,0.0488,"U","chr20:8885894-8885927",808643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57268","PLCB1","chr20",8977613,8977947,335,"*",26078212,26078220,"R","chr20:8977613-8977947","8CpGs","334bp",0.134,0.833,0.699,0.546,0.482,0.0451,"U","chr20:8977613-8977947",900362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57269","PLCB1","chr20",8980082,8980255,174,"*",26078229,26078232,"R","chr20:8980082-8980255","3CpGs","173bp",0.327,0.898,0.572,0.567,0.563,0.000145,"U","chr20:8980082-8980255",902831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57270","PLCB1","chr20",8988011,8989860,1850,"*",26078294,26078307,"R","chr20:8988011-8989860","13CpGs","1849bp",0.0152,0.373,0.358,0.287,0.276,0.0344,"U","chr20:8988011-8989860",910760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57271","PLCB1","chr20",9060579,9060676,98,"*",26078809,26078816,"R","chr20:9060579-9060676","7CpGs","97bp",0.025,0.795,0.77,0.633,0.614,0.0288,"U","chr20:9060579-9060676",983328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57272","PLCB1","chr20",8989957,8991284,1328,"*",26078307,26078317,"R","chr20:8989957-8991284","10CpGs","1327bp",0.0468,0.617,0.57,0.444,0.423,0.0422,"U","chr20:8989957-8991284",912706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57273","PLCB1","chr20",9000197,9002049,1853,"*",26078363,26078377,"R","chr20:9000197-9002049","14CpGs","1852bp",0.0502,0.686,0.636,0.583,0.571,0.00591,"U","chr20:9000197-9002049",922946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57274","PLCB1","chr20",9003102,9004990,1889,"*",26078377,26078396,"R","chr20:9003102-9004990","19CpGs","1888bp",0.0606,0.534,0.473,0.4,0.379,0.0201,"U","chr20:9003102-9004990",925851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57275","PLCB1","chr20",8984869,8985344,476,"*",26078261,26078274,"R","chr20:8984869-8985344","13CpGs","475bp",0.11,0.767,0.657,0.586,0.578,0.0115,"U","chr20:8984869-8985344",907618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57276","PLCB1","chr20",9037449,9037472,24,"*",26078613,26078616,"R","chr20:9037449-9037472","3CpGs","23bp",0,0.938,0.938,0.878,0.875,0.00442,"U","chr20:9037449-9037472",960198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57277","PLCB1","chr20",9052671,9052711,41,"*",26078745,26078749,"R","chr20:9052671-9052711","4CpGs","40bp",0.261,0.897,0.636,0.542,0.495,0.0255,"U","chr20:9052671-9052711",975420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57278","PLCB1","chr20",9023286,9025269,1984,"*",26078499,26078517,"R","chr20:9023286-9025269","18CpGs","1983bp",0,0.833,0.833,0.754,0.75,0.00985,"U","chr20:9023286-9025269",946035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57279","PLCB1","chr20",9033511,9035508,1998,"*",26078593,26078604,"R","chr20:9033511-9035508","11CpGs","1997bp",0.0556,0.438,0.382,0.295,0.264,0.0447,"U","chr20:9033511-9035508",956260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57280","PLCB1","chr20",9056223,9056797,575,"*",26078780,26078783,"R","chr20:9056223-9056797","3CpGs","574bp",0.154,0.842,0.689,0.593,0.561,0.017,"U","chr20:9056223-9056797",978972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57281","PLCB2","chr15",40291147,40291197,51,"*",21058628,21058636,"R","chr15:40291147-40291197","8CpGs","50bp",0.533,0.0519,0.481,0.421,0.371,0.0396,"M","chr15:40291147-40291197",16738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57282","PLCB4","chr20",9220358,9220407,50,"*",26080033,26080037,"R","chr20:9220358-9220407","4CpGs","49bp",0.223,0.848,0.625,0.538,0.481,0.0324,"U","chr20:9220358-9220407",152533,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57283","PLCB4","chr20",9067688,9067729,42,"*",26078865,26078869,"R","chr20:9067688-9067729","4CpGs","41bp",0.0209,0.386,0.365,0.334,0.325,0.00625,"U","chr20:9067688-9067729",-96,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57284","PLCB4","chr20",9506776,9506827,52,"*",26081928,26081934,"R","chr20:9506776-9506827","6CpGs","51bp",0.279,0.904,0.625,0.584,0.545,0.0152,"U","chr20:9506776-9506827",438951,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57285","PLCB4","chr20",9442847,9443902,1056,"*",26081482,26081485,"R","chr20:9442847-9443902","3CpGs","1055bp",0.289,0.898,0.609,0.598,0.592,0.00042,"U","chr20:9442847-9443902",375022,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57286","PLCB4","chr20",9508622,9508776,155,"*",26082025,26082031,"R","chr20:9508622-9508776","6CpGs","154bp",0.151,0.91,0.759,0.744,0.743,0.000462,"U","chr20:9508622-9508776",440797,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57287","PLCB4","chr20",9508928,9508958,31,"*",26082037,26082041,"R","chr20:9508928-9508958","4CpGs","30bp",0.453,0.926,0.472,0.413,0.363,0.0418,"U","chr20:9508928-9508958",441103,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57288","PLCB4","chr20",9052671,9052711,41,"*",26078745,26078749,"R","chr20:9052671-9052711","4CpGs","40bp",0.261,0.897,0.636,0.542,0.495,0.0255,"U","chr20:9052671-9052711",-15114,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
"57289","PLCB4","chr20",9033511,9035508,1998,"*",26078593,26078604,"R","chr20:9033511-9035508","11CpGs","1997bp",0.0556,0.438,0.382,0.295,0.264,0.0447,"U","chr20:9033511-9035508",-32317,"ENSG00000101333",28.6591546992785,-5.85287489295861,0.655939762046291,4.69254870695101e-20,2.77139806795328e-18,1.53864980379852,3.51005841272981,44.6964239883929,83.7018026220451,34.8546353402945,52.4661386721007,0,14.3760166919091,0.923196648026052,76.2803622911646,82.3752574580183,0,0,0,0.731135679457102,63.0927975805189,"protein_coding","phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]"
